index,review,rating,acting,directing,script,sound,fun
3704,노랑머리 연기 개못해서 짜증남 ; 보다 껏음,1,1,0,0,0,0
3705,진짜 밑에님처럼 배틀로얄1을 봐야 2의 재미를 알음 이게 얼마나 감동적인데,10,0,0,0,0,1
3706,나만별종인가그럭저럭좋은작품이다.일단해피엔딩이좋왔다일본종격액션중최고다 ^^,10,0,0,1,0,0
3707,정의라는 변명 역겹고 슬프다,5,0,0,0,0,0
3708,25분 보고 껐습니다.비추천할 작품,1,0,0,0,0,0
3709,나나하라슈야 어이없고 이해안됨 영화자체가 초반잠시 잘나가다가 급 산으로 가는느낌,4,0,0,1,0,0
3710,BR1은 연출 뺴고 좋았는데  이건 왜 만든건지 모를 정도의 영화.,1,0,0,0,0,0
3711,배틀로얄1을봐야만 2에재미를안다  난왜 이영화이리도 슬펏을까? ㅜㅜ,10,0,0,0,0,0
3712,정말 재미없다 . 시간이 아깝고 귀   눈 개오글거린다 ...,1,0,0,0,0,1
3713,술먹고 본후 오바이트한 유일한 영화 처음 10분도 채 못보고 토해냈다,1,0,0,0,0,0
3714,죽어라 소리질러서 목이쉬면 폭탄이 터진다...,1,0,0,0,0,0
3715,반미영화에 오글거리는 연출이 절정에 달하는 영화 일본영화는 소노시온이 만든거 말고 볼게 없네,4,0,1,0,0,0
3716,진짜 일본액션은 다 병맛인듯 현실성은 흰둥이집에 놔두고온 오타쿠들너네는 그냥 만화나 쳐그려,1,0,0,0,0,0
3717,2차대전 미련 쩌는 감독이 온갖 똥폼다잡으며 미국까는 쓰래기영화,1,0,0,0,0,0
3718,우생학의 기본조차 안되어있는 쓰레기 영화,1,0,0,0,0,0
3719,뭐......,3,0,0,0,0,0
3720,주인공 훅까시 쩌네요.,5,0,0,0,0,0
3721,손발오그라들어죽을뻔 .. 일본은 역시 애니메이션이라는 영화는 ㅜㅜ,1,0,0,0,0,0
3722,또 다시 흥미있는 소재를 택했지만...,2,0,0,0,0,0
3723,ㅋㅋㅋㅋ.....시망,1,0,0,0,0,0
3724,아놔 눈배렸네 ㅠㅠ,1,0,0,0,0,0
3725,행복함,2,0,0,0,0,0
3726,배틀로얄은 1편을 끝으로 마무리를 지어야 했어.,3,0,0,0,0,0
3727,그래도 감동적이던데 ㅋ 데스노트 주인공도 나오고 ㅋㅋ,10,0,0,0,0,0
3728,진짜 1편에비해 완전 졸작,1,0,0,0,0,0
3729,살다살다 이런 OOO 영화는 첨보네요.,1,0,0,0,0,0
3730,스릴인가 코믹인가;,3,0,0,0,0,0
3731,1편에서의 긴장감은 없다고 보면됩니다. 지루하다기보단 아쉽다는생각이 많이드네요,10,0,1,0,0,0
3732,검은 코트를 입은 '에미야 키리츠구'가 오히려 메인 캐릭터,9,0,0,0,0,0
3733,세이버 겁나이쁨; 확실히 퀄리티는 ㄷㄷ;,10,0,0,0,0,0
3734,1시즌에 비해 힘이 빠지긴 했지만 여전히 뛰어난 퀄리티,8,0,0,0,0,0
3735,꽤 잘 만들었다. 하지만 페이트계열 내용을 모르고 봤다면 어땠을지는 잘 모르겠다. 이해의 문제 이전에 재미 자체가 느껴질 지..,10,0,0,0,0,1
3736,2등이네 딱봐도 애니 우려먹기 느낌 들긴 하지만 페이트 제로 좋아하므로 10점,10,0,0,0,0,0
3737,1등이네 명작이랍니다...,10,0,0,0,0,0
3738,당시에 재미있었다고 기억함.,10,0,0,0,0,1
3739,컴퓨터 전기세가 아깝다!,1,0,0,0,0,0
3740,다소 유치해도 다른 드라마보다 조금 엉뚱해도 제겐베스트 였고 지금도 베스트 입니다. 그리고 또 좀 엉뚱하고 유치하면 어떤가요? 드라마니까요. 하지만 드라마가 전하고자 하는 메세지는 참 감동적이에요.연기도 나름 다들 훌륭했고요,10,1,0,1,0,0
3741,지금 생각해도 슬프고 감동적임... 초반엔 마냥 재밌고 웃겼는데  후반부로 갈수록 어찌나 슬펐던지ㅠㅠ,10,0,0,1,0,1
3742,고아라짱 강추!!!!!!,10,0,0,0,0,0
3743,고아라 사랑해요,10,0,0,0,0,0
3744,고아라의 연기 정말 좋았다.그녀는 역시 훈녀다.,10,1,0,0,0,0
3745,재미있고  유쾌 코믹한데 깊이있고 따뜻하고 감동이 있는 수작. 깜짝 놀랐어요,10,0,0,0,0,1
3746,처음엔 코믹..유쾌 재밌었지만  보고나선 감동과 여운이 남는 드라마.,10,0,0,0,0,1
3747,우리의 삶에 인생사에 진정 소중한게 뭔지 일깨워주는  수준작 이였음.,10,0,0,1,0,0
3748,쾌도홍길동때문에 묻힌게 안타까움... 정말재밌었는데,10,0,0,0,0,1
3749,헐 윤계상대박멋잇음 내용깜놀재밋음ㅠㅠ,10,0,0,1,0,1
3750,ㅋㅋ진짜재밌어,10,0,0,0,0,1
3751,다시보기 무한반복,10,0,0,0,0,0
3752,최고! 시청률 안나온게 이상할 정도..,10,0,0,0,0,0
3753,온에어에 밀리게 없는데 ㅠ,10,0,0,0,0,0
3754,유쾌하고 감동적인 드라마  가족과 아버지에 대해 다시 생각하게 되었음.,10,0,0,1,0,0
3755,다들 넘 연기를 잘함~ &gt-&lt,10,1,0,0,0,0
3756,감동적이었음.. ㅎ,10,0,0,0,0,0
3757,역시 기대를 안져버리는 케스팅도 맘에 들고 다들 연기 잘함 강츄~!,10,1,0,0,0,0
3758,고아라 윤계상 캐스팅이 마음에 안듬.,2,1,0,0,0,0
3759,유쾌한 빙의소재 드라마네요~밝고 재밌어요...ㅎ,10,0,0,1,0,1
3760,진주희가 아직 뜨기전에 찍은 작품. 복카치오 시리즈는 점점 산으로 가는데~,4,0,0,1,0,0
3761,헉.. 진주희 누님 때문에 5점 준다~~,5,0,0,0,0,0
3762,어설픈 멜로 에로물... 진주희~~~,6,0,0,0,0,0
3763,에로영화의 본분을 망각하고 어색한 멜로로 빠져버리다,4,0,0,0,0,0
3764,마지막사중주 잘 봤습니다,10,0,0,0,0,0
3765,무엇보다 너와 같이봐서 좋았다. 피터처럼 나도 마지막 순간에 네 이름을 부르고 싶다.My heart belongs to you.. 사랑해 DY♥,10,0,0,0,0,0
3766,역시... 훌륭한 영화.,10,0,0,0,0,0
3767,흔한 전개였지만 배우들의 연기가 빛났던 영화,8,1,0,1,0,0
3768,난 왜 영화가 아직 안 끝난 것 같죠? 뭔가 더있을 것 같은 느낌,7,0,0,0,0,0
3769,마지막 음악의  여운이  무척 오랫동안 남았던걸로 기억해요. 예술가들의 삶에서 여러가지를 느꼈네요..,10,0,0,0,1,0
3770,정말 보는내내 몇번이고 다시 보고싶다는 생각이 든 영화 대사 한마디 한마디가 전부 명대사이다,10,0,0,1,0,0
3771,인물들간의 갈등과 심리묘사가 멋지다,9,0,1,0,0,0
3772,감동있는음악영화라 기대했음... 역시 평점은 믿을게못되는군. 음악인역할을 얻었으면 최소한 비슷한 시늉이라도 좀하지.. 이건 한국이나 외국이나 눈가리고아웅하는건 똑같네.,4,0,0,0,1,0
3773,마지막 연주장면에서 주인공들에 모든 감정을 승화시킨다,8,0,1,0,0,0
3774,호프만 연기좋음. 막장인내용도 있다고 하는데 별로 살아보믄 별로그렇지도 않은듯. 일상사. . .,10,1,0,1,0,0
3775,잔잔한지만 볼만한 감동,10,0,0,0,0,0
3776,개인적으로 맞지 않았음 이거 끝나고  뭔 말이 하고싶었나 싶기도 하고 흔치 않은 영화인건 인정한다,7,0,0,0,0,0
3777,첼로소리가 정말 좋았습니다.제가 하수여서 그런지 배우들의 감정상태에 반응해 따라가는 음악의 감정선? 같은건 캐치하지 못해 좀 아쉬웠지만 배유들의 연기가 좋았어요~,8,1,0,0,1,0
3778,필립 세이무어 호프만....,8,0,0,0,0,0
3779,각자의 파킨슨병을 가지고 역동하기 시작하는 푸가. 직접 이 곡의 사중주를 들어보고싶네. (아무르의 프리퀄같은..),9,0,0,0,1,0
3780,음악도 영화도  예술..  ,1,0,0,0,1,0
3781,내 삶의 불협화음에 어떻게 대처할 것인가,8,0,0,0,0,0
3782,4중주... 영화를 본 사람들은 저마나 자신과 비슷한 역활을 볼것이고 공감할거같다.어떻게 표현해야할까 그냥 시간잇으면 한번쯤 보시길 내가느낀걸 느낄수도 아니면 당신은 다른것을 느낄수도,7,0,0,1,0,0
3783,소소하게 아름답다. 엔틱하고 우아한 소품들과 연륜이 느껴지는 연기들 그리고 음악. 예쁜 도자기같은 작품,9,1,1,0,1,0
3784,완벽한 음악뒤의 삶은 완벽하지 않더라도 연주도 삶도 계속된다.,8,0,0,0,1,0
3785,클래식음악 주제로 이 정도 재미있는 것도 대단한 것임,8,0,0,0,1,1
3786,우리나라도 이런 영화를 만들줄 알아야한다.,9,0,0,0,0,0
3787,그냥 허세 예술미화영화;;;,3,0,0,0,0,0
3788,재미있었어요. 서로의 생각과 상황이 다양해서 좋았어요.,9,0,0,0,0,1
3789,너무 아름다운 음악가들의 삶을 그린 영화 ..미화되지 않고 개인의 고뇌와 실수 방황 아픔 좌절과 배움 등이 고스란히 담겨 있는 영화 인물마다 절제되면서도 개성 넘치는 모습들이 정말 멋있었다. 마지막 장면에서는 울지 않을수 없었다..감동을 주는 삶..,9,0,0,1,1,0
3790,음악이란? 인간이란?? 무엇인가???,8,0,0,0,0,0
3791,희생없인 인생의 하모니도 없다,7,0,0,0,0,0
3792,한번도 안쉬고 봤어요. 좋았어요.,7,0,0,0,0,0
3793,끊임없이 조율해야 하는 4중주처럼  필연적으로 발생하는 사람간의 갈등도 계속해서 조율해야 한다. 여기엔 삶이 담겨있고  영화는 이러한 부분을 잘 나타낸다.,7,0,0,1,0,0
3794,잘살아오다 작은 한변화가 속엣것들을 끄집어내고 한순간 많은것들이 변해있다.받아들이고 계속 걸어나간다,8,0,0,0,0,0
3795,좋은 드라마지만 2%부족,6,0,0,0,0,0
3796,인생을 말해주는 영화...,10,0,0,0,0,0
3797,좋은 팀을 이루는 것과 한 개인으로서의 욕망이 공존할 수 없을 때  그 불협화음이 얼마나 아플 수 있는지를 보여준다. 정답을 제시하지는 않지만 불협화음의 아슬함을 보여주면서  가족과 친구  사회에 속한 인간으로서 살아가는 것에 대해 생각하게 한다.,9,0,0,1,0,0
3798,하모니는 정형화된 것이 아니라 맞추어가는 것이다,7,0,0,0,0,0
3799,불협화음일지라도 끝까지 가봐야한다 마치 인생처럼...다시 되돌릴 수 없는 시간을 소중하게...위기와 고통속에서 더욱더 빛나던 그들의 특별한 연주...함께라서 정말 행복했을 것이다...,7,0,0,0,0,0
3800,마지막 4중주도 아주 볼만한 클래식 음악 영화이기도 하겠지,10,0,0,0,0,0
3801,너무 인간적이라 매력적인 캐릭터... 아쉬움이 짙어진 배우...,10,0,0,0,0,0
3802,쉽지 않은 드라마를 끈기있고 지루하지 않게 연출한 연출력에 박수!! 연기력은 물론 명불허전 !,9,1,1,0,0,1
3803,아주 인상깊게 잘 봤습니다.,9,0,0,0,0,0
3804,자연스러운 갈등 자연스러운 전개 자연스러운 느낌의 연기 아 좋았다! 소장하고 싶은 영화.,8,1,1,1,0,0
3805,진짜 내가 지금까지본 최고의 음악영화중하나,10,0,0,0,0,0
3806,인생의 어르신으로부터 한편의 귀한 강의를 들은듯한 영화,8,0,0,0,0,0
3807,옛다! 7.5점  특별할것이 없다,7,0,0,0,0,0
3808,잔잔한 영화! 다음엔 보고싶지 않은 영홯ㅎ,10,0,0,0,0,0
3809,명배우들이 연기하는 그들만의 4중주...,7,1,0,0,0,0
3810,서로간의 불협화음을 아름다운 화음으로 바꾸는 연주자의 삶과 연주자간의인간적인 유대와 신뢰가 음악을 풍부하게하고 감동을....,8,0,0,1,0,0
3811,아직 이해하기 어려운 영화..? 지루하지않게 봤으나 뭘이야기하고싶은지 와닿지않았다..,6,0,0,1,0,1
3812,8점대 이상의 영화는 확실. 영화의 주제의식과 푸가의 조화를 감안하여 9점. 깔끔하게 갈등이 해소되고 해피해피한 마무리를 바란 사람들도 있으리라. 하지만 그런 깔끔함은 작위적이다. <마지막 4중주>는 그런 의미에서 인생 같다.,9,0,0,1,1,0
3813,4중주  베토벤 14번에 그들의 관계와 인생사를 비유하며 엮어낸 것은 그럴 듯하다 좀더 깊숙히 들어갔다면 더 좋았을걸.. 많이 기대했지만 좀 뻔하고 상투적인 사건들을 나열해서 아쉬웠다.,6,0,0,1,0,0
3814,등장인물들의 현실감 있는 갈등 묘사가 일품이다. 후반부를 다소 얼렁뚱땅 넘어가 기승결 로 끝난듯한 느낌이 조금 아쉽다. 8점과 9점 사이에서 고민하다가 8점.,8,0,0,1,0,0
3815,딱 별 2개짜리 영화...이 정도 영화에 감동 받을 정도로 다들 감성이 풍부한건지...,4,0,0,0,0,0
3816,인간이 창조한 아름다움의 한계를 보며 그분 외에 누구도 찬양하지 않겠다는 굳은 다짐 . 사소한 것에 목숨걸지 않으리..,8,0,0,0,0,0
3817,서로에게 불편한 진실들을 알게 된 후 .. 결국엔 계속 풀어나가야할 것들이다.,8,0,0,1,0,0
3818,별다른 기교 없이 런닝타임을 소화할 수 있던 것은 시나리오와 연기력의 힘이다.,7,1,0,1,0,0
3819,오랜 시간 함께 작업한다는 것  그 자체가 예술임을 보여주는 영화,10,0,0,1,0,0
3820,완벽한  하모니 뒤에 감추어진 인물들의 시기와 질투  이기심들을 적나라하게 드러난다. 25년간 그들은 그들 나름대로 희생을 하며 4중주를 지켜나간다. 그건 예술에 대한 집념일까 명예에 취함일까 아니면 익숙한 일상 그자체였을까 생존을 위해서가 아니었을까,9,0,0,1,0,0
3821,인생은 어차피 불협화음의 연속 엉망진창이야 그래도 우린 마지막까지 내게 주어진 사명을 연주해야해 보잘것 없어 보여도 소중하지 않은 삶이란 결코 없어란 교훈을 주는 명작! 깊이를 알지 못하던 철없던 나 이제야 철학돋는 밤 연주하듯 대글 달아달아밝은달아~,9,0,0,1,0,0
3822,불협화음을 극복하고 완벽한 하모니를 이뤄낸 그들의 인생 4중주,8,0,0,1,0,0
3823,여운과 감동가득한 영화,9,0,0,0,0,0
3824,베토벤 현악4중주14번  그의미에대해 생각하다,10,0,0,0,0,0
3825,많은 이야기가 한 데 담겨서 다소 작위스럽지만 그것이 또 인생일지도 모르겠네요. 현실적이고 담담한 엔딩이지만 그래서 더 눈물이 났습니다. 혼자보기 좋은영화로 추천합니다 :-),9,0,0,1,0,0
3826,음악이  가져다 주는 인생의 이야기,10,0,0,1,1,0
3827,내용은 완전 막장드라마  하지만 배우들의 피나는 노력으로 만들어낸 퀄텟의 진짜 연주는 감동이었다~!!!,8,0,0,1,1,0
3828,막장극에서 개감동으로.. 크리스토퍼 윌킨은 전설이 되어가고 있는 배우다.,9,1,0,1,0,0
3829,음악을 주인공으로 세운 인생에 대한 우화. 밀도있는 연출과 연기,8,1,1,0,0,0
3830,내 취향이 아니구나...,2,0,0,0,0,0
3831,25년이나 동거동락했던 그들에겐 가장 소중한 것이 '푸가'일텐데도  오랫만의 사랑 유사 감정이나 제1주자에 대한 갈망으로 불협화음. 이는 미성숙 같지만 삶의 관점에 따라 오히려 성숙일 수 있다. 현악4중주는 환상적이고 피터의 연기와 엔딩은 감동적이다.,8,1,0,1,0,0
3832,오랜만에 엔딩크레딧이 끝날때까지 눈을 아니 귀를 뗄수없는  영화를 만났네요.,8,0,0,1,1,0
3833,엔딩크레딧에 눈을 감고 엔딩곡을 끝까지 듣게 하네요.마지막4중주 처럼 주인공들의 인생도 25년동안 쉬지않고연주되어 불협화음을 일으켰지만 그래도 어떻게든 끝까지연주되어집니다.    음악 마지막4중주가 이 영화이며  이 영화가 마지막4중주라는 곡입니다,9,0,0,1,1,0
3834,인생과 예술의 화음 찾기,8,0,0,0,0,0
3835,내 삶을 존경하는 것은  베토벤의  음악을 마음으로  들을 수 있게 해주었기 때문이다. 이 영화는    베토벤의 후기작품을 마음으로 듣게 해준다. 영화가 곧 후기4중주이다.,10,0,0,1,0,0
3836,진정한 예술가의 예술을 만나다,10,0,0,0,0,0
3837,이 영화와의 만남은  살면서 만나기 드물게 좋은 사람을 만나것 같은 느낌,10,0,0,0,0,0
3838,격조높은 클래식뒤의 막장드라마와 불협화음을 잘조율해서 끝까지 연주하는게 음악이고 인생이다. 뜻은 좋은데 러브씬이 너무 뜬금맞고 감정의 공감이 하나도 안되었고  명배우들도 악기다루며 연기하기엔 한계가 있어보인다. 마지막 공연장면은 좋았다.,7,0,1,1,0,0
3839,너무너무너무너무너무너무너무너무잘봤음 크레딧음악까지너무너무너무너무힐링됬음,10,0,0,0,1,0
3840,단언컨데 이 영화는 음악에 대한 영화가 아니라 인생에 대한 영화이다. 다른 많은 명작과 걸작들이 그랬던 것처럼.,10,0,0,1,0,0
3841,여운이 많이 남는 영화. 좋은 음악과 좋은 연기자들 굉장히 몰입해서 듣고 보게된다,10,1,0,0,1,0
3842,정확히는 7.5 / 허나 다시보고싶은 영화. 음악이야기가 아닌 드라마를 음악적요소인 4중주로 함께 풀어낸 드라마 이다. 빨간불이 켜졌을때는 보이는대로 큰일 같겠지만 사실 흘러가는대로 조이기도 하고 풀어낼수도 있는게 인생이란 스토리다.,8,0,0,1,0,0
3843,전반적으로 느낌 좋았다.,7,0,0,0,0,0
3844,음약도 인생도 조율이다. 깊이 남는 영화.,9,0,0,0,0,0
3845,슬프고 아름다운 10점짜리 주제를 너무나 토할 것 같은 2점 짜리 소재로 풀어 나갔다.,6,0,0,1,0,0
3846,영화관에서 두번 관람한  개인적으로 뉴욕을 배경으로 해서 더욱 인상깊었던 영화. 평생 음악과 씨름하며 사는 음학도이 삶이란 어떠한가  아름다운 베토벤 현약 4중주 14번과  배우들의 훌륭한연기가 매력적인 영화.,10,1,0,0,1,0
3847,관계의 불협화음속에 마침내 피어나는 화음. 맘에 안드는건 이 영화의 전체적인 연기톤과 안어울리는 딸래미의 연기.,7,1,0,1,0,0
3848,좋은 영화,8,0,0,0,0,0
3849,클래식 매니아라면 최고의 영화. 마지막 월켄의 퇴장 장면은 저도 닮고 싶은 화려한 퇴장이네요.,6,0,0,1,0,0
3850,인생은 불협화음과 튜닝의 연속,8,0,0,1,0,0
3851,인생을 말하는 막장 드라마  그리고 베토벤.,7,0,0,0,0,0
3852,연약하고 아름답지 않아도 좋다! 함께라면 극뽁!,7,0,0,0,0,0
3853,주제가 클래식이면 평이 좋아야 하는건가? 보는내내 불쾌하고 지루한 영화,2,0,0,0,0,1
3854,이건 뭐지...바이올린연주 소리는 참 듣기 좋은데 영화 보면서 내 입에서는 이런 쓰레기들 이말만 나오더라 정말 이건 사랑과 전쟁이야ㅎ 예술가의 삶을 말하는 영화라기보단...참 욕나오는 영화 보면 짜증 나는 영화 저 평점이 나온다는게 이해 할수가 없다ㅎ,1,0,0,1,1,0
3855,여러가지 갈등이나 인생 역정을 마지막 하모니로 승화시키려는 의도는 나의 큰 기대를 못 미치며 아쉬움으로 남는다,7,0,0,1,0,0
3856,올해의 마스터피스!!!,10,0,0,0,0,0
3857,삶,8,0,0,0,0,0
3858,거장의 마음을 느낄수 있는 영화 ~,10,0,0,0,0,0
3859,항상느끼는거지만  음악하는예술가들은  정말대단한것같다. 음악에 음자도모르지만   바이올린소리가 너므좋타..진심으로 . 심장이 두근거렸음,9,0,0,0,1,0
3860,지루한 영화일줄 알았는데 의외로 막장드라마가 있었다.,8,0,0,1,0,1
3861,니나 생김새가 너므 개그쪽 얼굴임 필라 매력적임 음악가들의 갈등을 그린영화,9,0,0,1,0,0
3862,이보다 더 좋을 수 없다.,10,0,0,0,0,0
3863,감상을 적기가 어려울 만큼 너무나 좋은 영화. 모든게 거의 완벽에 가깝다.,10,0,0,0,0,0
3864,이 영화는 가슴찡한 전우애와 전쟁의 처절함을 잘 표현한 영화가 아닐까 싶다! 저 예산 영화로 이정도 퀄리티를 나타낸 애드리언 비토리아 감독에게 박수를 보낸다!!,10,0,1,0,0,0
3865,결말이나 전개를 빼곤 볼만하다.,9,0,0,1,0,0
3866,전쟁영화를 30년 전으로 후퇴시켜.,4,0,0,0,0,0
3867,나는 평점 보기전에는 나름 만족하면서 본거같다 집에서 보면서 은근 흥미있게 봤는데 연출도 연출이지만 농부 가족을 다죽이고 동료를 버리고 죽고 전장에 참혹성을 말하려는건가 전개랑 완결은 많이 엉성해도 나름 재미있는거같따 사람 만족하기 나름,8,0,1,1,0,1
3868,애지간해서 재미없다고는 안보는데 이건....,4,0,0,0,0,1
3869,싸구려틱하지만 괜찮아...,7,0,0,0,0,0
3870,1.5배속으로 돌리면  꽤 재밌는 영화 샤프소령 무하슈!,7,0,0,0,0,1
3871,그냥저냥볼만하다 평점만사라지지마라,7,0,0,0,0,0
3872,나름 괜찮은데 왜 평점이 낮은지ㅠ,9,0,0,0,0,0
3873,다소 생소한 북유럽 쪽 전투라 흥미로울뻔했지만  엉성한 연출 덕에 그저 그런 전쟁영화로 전락했다.,6,0,1,0,0,0
3874,재밌구만 취존이지 뭐..,10,0,0,0,0,1
3875,멋진 설산에서 어깨동무하면서 끝나네~ 이런 영화를 나만 볼 수는 없지! 푸하하.. ㅠㅠ,1,0,1,0,0,0
3876,극장에서 보기는 좀 아쉽기만 하다 규모도 그렇고 전개도 뭐 하나 눈에 들어 오는게 없네,4,0,0,1,0,0
3877,전쟁을 장난으로 취급하다.,3,0,0,0,0,0
3878,보다 졸았다.,1,0,0,0,0,1
3879,왜이리 평점이 높아,1,0,0,0,0,0
3880,엉성한 전개에 어이없는 결말..  내용이 어이없는 게 아니라 영화 자체가 완성하지 않고 그냥 내놓아버린 느낌.. 총격전 장면이 아니었으면 전쟁영화인 줄도 모를 뻔했다,1,0,0,1,0,0
3881,너무나 완성도가 떨어진다.,5,0,0,0,0,0
3882,그렇게 쓰레기라더니 진짜 쓰레기네 와......,1,0,0,0,0,0
3883,영화 시작부분 보여주는 영상과 본내용이 뭔 관계인지도모르겠음 결말도 엉성해서 난 이게 2편이라도 있는줄 알았음 초등학생을 스토리 작가로 써도 이정도는 아니겠다,1,0,0,1,0,0
3884,좋이요,10,0,0,0,0,0
3885,엉성으로 시작해서 어색으로 끝나네 ㅋㅋㅋ,4,0,0,0,0,0
3886,ㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎ,1,0,0,0,0,0
3887,뭔놈의 전쟁 영화가 중간에 대충 끝나냐? ㅋㅋ 소령하고 상사는 죽는지 산는지도 않나옴 ㅡㅡ,5,0,0,0,0,0
3888,B급 전쟁 영화였다. ㅋㅋ,5,0,0,0,0,0
3889,그런데로 킬타임으론...근데 중장이 왜 그리 새파래?ㅋ 숀빈이 장군같음...,7,0,0,0,0,0
3890,그냥 그랬다.......진짜 그냥그랬다....,6,0,0,0,0,0
3891,단팥빵에 팥이 않들어갔다.,4,0,0,0,0,0
3892,라면에 스프가 안들어가 갔다.,4,0,0,0,0,0
3893,2차대전이나 전쟁영화 광인 사람으로써 평가하면이영화는 B급영화입니다 연기도 병맛이구요 전개가억지로 흘러가는 느낌 사운드와 폭발도 저급하구요코만도 짭퉁? 군인중에 허약하고 장교폭행한 쓰레기들로구성된 되지도 않는 파괴공작부대같네요,1,1,0,1,1,0
3894,시식전 라면 끓여 먹어야지 아 맛있겠다 시식후 아 존나 싱거워같은 느낌입니다 숀빈때문에 봤습니다,5,0,0,0,0,0
3895,괜찮은 영화것같다~~,8,0,0,0,0,0
3896,전쟁영화로써 손색이 없다. 내용도 괜찮고  리얼리티도 살아있다.라스트씬에서 조금만 깊이가 있었으면 하는 아쉬움이 생기는 영화.,9,0,1,1,0,0
3897,괜찮은영화!!,10,0,0,0,0,0
3898,전쟁영화로는 완전 지대로네~ 디테일이 살아있어!,10,0,0,0,0,0
3899,감동과 재미가 함꼐하는영화! 추천!!,10,0,0,0,0,1
3900,가볍게 볼 수 있는 영화 !,6,0,0,0,0,0
3901,앗 숀빈 형님이시당~!!꾸벅.,10,0,0,0,0,0
3902,뭐야이분들 미래에서왔나 .  ㅋㅋㅋㅋㅋ,10,0,0,0,0,0
3903,숀빈도 늙었구나 ㅠㅠ 그래도 늙어도 멋있네 ㅎ,9,0,0,0,0,0
3904,부담없이 잘봤네 ㅋㅋ,9,0,0,0,0,0
3905,엔딩도 잼없고 밍밍함,1,0,0,1,0,1
3906,숀빈 제외하고 캐릭터들 대부분이 조낸 찌질하고(심지어 고문관도 보임..-_-;) 스토리? 그딴거는 아예없음. 제작비를 얼마를 가지고 만들었는지는 몰라도 참.. 없어보이는 영화. 엔딩을 보고 있자니 내가 멘붕이 온다..ㅋㅋㅋ,1,0,0,1,0,0
3907,서프라이즈 90분 보는느낌이었음.,1,0,0,0,0,0
3908,먼가 석연치 않은...흐지부지한 결말...음....초소규모 전투에...아쉬운 영화.,4,0,0,1,0,0
3909,숀빈!!! 역시 어디서나 빛나는 아쟈씨!! 역시 이런 분위기에서 숀빈은 더 빛나는거 같아요~,10,0,0,0,0,0
3910,볼만하니 끝나버리네....ㅡㅡ;;,4,0,0,0,0,0
3911,또 개봉한다 이거냐 이 인간말종들은 평점조작을 밥먹듯이 하지 실관람자로서 경고한다 똥이다 설사다 폭풍설사다 이영화의 평가는 똥으로 표현할수 있다.,1,0,0,0,0,0
3912,케이블 방송에서  자주 해주던데...9월에 개봉?? 음...영화는 참 괜찮아요. 근데  tv에서 다 보여주고 개봉하면...글쎄요.,8,0,0,0,0,0
3913,최고 짱이다,10,0,0,0,0,0
3914,세계대전의 내용을 잘 다룬것은 좋으나 맥 상사와 소령의 이야기가 전해지지 않으며 잔존병이 기지로 어떻게 귀환했는지가 나오지 않음,9,0,0,1,0,0
3915,잘만들었으나 너무 짧은영화,7,0,0,0,0,0
3916,흥미진진하게 잘봤습니다. 많은것이 느껴졋던 영화...,9,0,0,0,0,0
3917,현실적인 액션 충성심 다 좋지만 믿믿하고 스토리 단순해요,6,0,1,1,0,0
3918,잘 봤습니다.빠르게 전개가 되었지만 ...이해는 충분했음.,10,0,0,0,0,0
3919,이거왜만들다말었어,3,0,0,0,0,0
3920,아.... 뭐야 좀 실망이다.,6,0,0,0,0,0
3921,저예산 영화 티낼려고 무지 애쓴 ㅡㅡ전투장면도 임팩트 없고 결말도 참 급하게 마무리 지어 버리네,1,0,1,1,0,0
3922,솔직히 말해서 현실감과 스토리도 안좋앗지만 첫부분은 좋앗어요,4,0,0,1,0,0
3923,내가 본 전쟁영화중에 최고로 재미없다... 이건 뭐 감동도없고 액션도 별로고;;,3,0,1,1,0,1
3924,지루하다.. 지루해..,1,0,0,0,0,1
3925,옛다!8점  멋부리고 꽥꽥소리지르는 실미도보다낫다. 깔끔한영화 평점조율10으로,10,0,0,0,0,0
3926,발연기 쩔고 30분쯤에 병사한테 총들고 벌 세우는데 힘들다고 찔찔 짬 ㅋㅋ ㅄ 머임,10,1,0,0,0,0
3927,다 필요없고 나 군생활 생각나게 한 유일한 영화. 영화적 수식이 없어 오히려 좋음.,9,0,0,0,0,0
3928,보는 내내 지루했고 짜증만 났었네요,1,0,0,0,0,1
3929,good,10,0,0,0,0,0
3930,볼만함.,9,0,0,0,0,0
3931,스웨덴에 오고 먼가를 해야 되는거같은데  끝이 영...,8,0,0,1,0,0
3932,개허접하네,4,0,0,0,0,0
3933,머이리 흐지부진하게 끝내냐,6,0,0,0,0,0
3934,매우 엉성한 영화,4,0,0,0,0,0
3935,불친절한 전개에 부자연스러운 연출..기대이하지만 킬링타임용 전쟁영화로는 볼만..,6,0,1,1,0,0
3936,세계 최초  세계 최고의 영국특수부대 SAS(Special Air Service)의 이야기,8,0,0,0,0,0
3937,영웅들보다 겨울 풍경이 더 강조되었다. 겨울의 시대다. 저예산 느낌도 팍팍,3,0,1,0,0,0
3938,덜떨어진 연출이 빚어낸 한심한 전쟁 놀이,2,0,1,0,0,0
3939,특공대? 허술한 전쟁 영화.,3,0,0,1,0,0
